Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Loam,Maize,658.1781526,38.01540352256294,FALSE,FALSE,Cloudy,149,4.481179376076772
North,Clay,Rice,382.47124127188465,36.720590305921746,TRUE,TRUE,Rainy,139,6.3373761654052805
South,Loam,Maize,331.6011661811003,39.392108360694216,FALSE,TRUE,Rainy,131,3.6540191638463724
East,Chalky,Wheat,759.3880378267575,19.229592734509517,TRUE,FALSE,Cloudy,83,6.342621900375013
West,Sandy,Maize,194.15467473044524,39.177505598282636,FALSE,TRUE,Cloudy,109,2.483519452333492
South,Silt,Wheat,796.5427532135844,26.163071196419974,TRUE,TRUE,Sunny,63,6.694522180151802
North,Clay,Barley,293.0233496097368,20.172253429372624,FALSE,FALSE,Cloudy,105,1.697483524985204
West,Clay,Rice,544.0332827874336,38.58137021223523,FALSE,TRUE,Cloudy,71,4.713049367916368
West,Silt,Wheat,577.0726923043635,30.261208611577057,FALSE,TRUE,Rainy,135,5.184766129281417
East,Sandy,Barley,369.4477163510063,26.38168663495035,FALSE,FALSE,Sunny,136,2.797231784971604
West,Peaty,Barley,975.9460863374703,23.634301659627205,TRUE,FALSE,Cloudy,138,5.919990531493115
North,Clay,Soybean,877.2954639339418,24.28692460717819,FALSE,FALSE,Cloudy,92,5.1759181916840475
East,Peaty,Rice,751.4080471141885,32.362795865615965,FALSE,TRUE,Rainy,80,5.228633420722623
West,Peaty,Barley,845.6582057740549,25.208365024546346,TRUE,FALSE,Cloudy,78,5.452503657934153
East,Sandy,Wheat,943.4841145427597,20.653996162016377,TRUE,TRUE,Sunny,93,7.193685235
West,Chalky,Wheat,380.88567760120105,19.230028881936313,FALSE,TRUE,Cloudy,119,3.872391513
South,Clay,Wheat,179.27951297150247,19.55041054612355,FALSE,TRUE,Sunny,115,2.920640157717284
South,Sandy,Barley,959.5679823355179,22.312795816000076,FALSE,FALSE,Sunny,139,4.5853789004942564
North,Silt,Cotton,279.37443708375224,32.942297660929384,FALSE,TRUE,Cloudy,113,2.9185901925211937
South,Peaty,Wheat,874.5694545,16.963272780109346,TRUE,TRUE,Sunny,123,6.738239963536319
South,Peaty,Rice,864.0413537233552,16.134851909643604,TRUE,TRUE,Cloudy,71,8.140928122254218
South,Clay,Rice,213.97167465078778,24.14789167874971,TRUE,FALSE,Cloudy,107,2.939603173965771
West,Peaty,Rice,858.9309424151941,30.221625834987268,TRUE,FALSE,Sunny,79,6.868021584814507
West,Silt,Cotton,453.61693791742937,39.99786026230417,FALSE,FALSE,Sunny,97,2.8649714642731174
East,Peaty,Soybean,825.6328048,29.738417997388506,FALSE,TRUE,Cloudy,70,6.895785071421378
West,Loam,Cotton,315.8919567801033,29.157762795988525,TRUE,FALSE,Sunny,108,3.0601853089964344
South,Chalky,Cotton,875.4888602159899,15.27359468,FALSE,TRUE,Sunny,138,5.499968904665614
West,Peaty,Maize,289.70273415499673,24.425591724519315,TRUE,TRUE,Sunny,79,4.597593218147477
North,Clay,Soybean,124.59555905272147,24.381639466718738,FALSE,FALSE,Rainy,125,1.1297512768654394
East,Silt,Soybean,925.7231038112832,17.08582270089738,FALSE,FALSE,Sunny,64,4.570965727223007
East,Peaty,Rice,774.3957160989942,26.95981295845501,TRUE,FALSE,Cloudy,95,5.080677334252723
West,Chalky,Soybean,186.2577747,32.391644388304414,TRUE,TRUE,Sunny,115,2.785801199106031
South,Silt,Wheat,684.3022571,37.970821230423454,TRUE,TRUE,Cloudy,134,6.860846497946548
East,Loam,Cotton,562.3277855244521,18.320951129116327,TRUE,TRUE,Sunny,118,5.3718252588794595
North,Clay,Maize,233.83733523449396,25.54651285758716,TRUE,TRUE,Rainy,102,4.924178119442875
North,Loam,Cotton,535.9879831,20.908238080564775,FALSE,FALSE,Rainy,75,3.081315303972827
East,Sandy,Cotton,587.8656518253999,15.069263405349199,TRUE,TRUE,Sunny,141,5.866466175702432
South,Chalky,Cotton,424.8781369094678,21.981396681186148,FALSE,FALSE,Rainy,69,2.7735561797537702
South,Clay,Barley,989.3370651556793,28.02451172730452,FALSE,FALSE,Sunny,61,5.749319660268363
West,Loam,Wheat,265.20169309400285,23.50322641764526,FALSE,TRUE,Rainy,145,2.1708703659561044
West,Silt,Maize,351.00263710160385,19.820015846398192,TRUE,TRUE,Rainy,143,5.500958441986736
East,Silt,Maize,235.9543329594359,36.4103995,TRUE,TRUE,Rainy,101,4.823240152069636
West,Chalky,Maize,643.0318606,19.95067732186102,TRUE,FALSE,Cloudy,95,5.299609485990607
West,Sandy,Cotton,383.21883757015155,25.66027012,FALSE,FALSE,Rainy,144,2.064941276008499
West,Sandy,Soybean,308.33058891340613,18.591530889774038,FALSE,FALSE,Rainy,82,1.4683118485207258
North,Clay,Rice,851.2900866231952,31.19042295940071,TRUE,TRUE,Sunny,93,7.6644023930275305
West,Chalky,Soybean,641.6148247780475,33.96599195853531,TRUE,TRUE,Sunny,99,6.303698510986332
East,Silt,Rice,941.6027488246859,33.73482181217621,TRUE,FALSE,Cloudy,103,6.536821709596705
South,Sandy,Soybean,178.9501467773432,23.325779982195705,TRUE,FALSE,Sunny,127,3.665990091034732
West,Sandy,Cotton,610.4311931928739,18.618650332150008,TRUE,TRUE,Rainy,72,6.395810018763284
South,Silt,Soybean,283.08026232591175,27.974211277269788,FALSE,TRUE,Sunny,71,3.652089742717876
West,Silt,Rice,278.7240974584488,15.940036146626849,TRUE,TRUE,Cloudy,75,4.805483026
East,Peaty,Wheat,643.8711904,34.68957675,TRUE,TRUE,Rainy,139,6.402413427903327
North,Chalky,Rice,167.35498437571104,24.825438553335427,FALSE,FALSE,Cloudy,66,1.2119494674345896
East,Sandy,Wheat,615.1290772892534,25.453466585505957,TRUE,TRUE,Cloudy,131,5.957738416515071
North,Sandy,Maize,612.9402644667913,20.554680384242623,TRUE,TRUE,Rainy,114,5.949747377
West,Chalky,Rice,674.9343881702871,24.377007611979565,FALSE,FALSE,Cloudy,112,4.320070074604598
West,Peaty,Maize,491.9395917,16.601759228969144,FALSE,FALSE,Sunny,98,2.258899867280266
North,Peaty,Wheat,116.3895942482041,28.517219732388583,TRUE,TRUE,Rainy,140,3.7207411572746123
East,Clay,Soybean,428.1253036,37.817915682989344,FALSE,FALSE,Sunny,89,2.393351937347883
East,Loam,Soybean,811.8361444797013,36.14545038715619,TRUE,FALSE,Rainy,61,6.380210889858758
North,Peaty,Wheat,854.8467239114743,35.39131399292798,TRUE,TRUE,Sunny,66,8.127955654393373
West,Loam,Barley,370.2483963822427,18.310242352944513,FALSE,FALSE,Sunny,147,1.8993736259516116
North,Sandy,Soybean,230.84886639020937,21.459714917374388,FALSE,TRUE,Cloudy,70,3.0743615907424466
West,Sandy,Rice,849.5391853130069,27.50683451029496,TRUE,FALSE,Cloudy,112,6.894066677942922
North,Clay,Wheat,456.9061415846822,25.837045636402713,TRUE,TRUE,Cloudy,87,5.960384690600855
West,Chalky,Soybean,528.0007223,28.00738724487511,TRUE,FALSE,Sunny,111,5.053390749940199
North,Sandy,Rice,293.01703159820096,17.07442452962484,FALSE,TRUE,Cloudy,142,3.3269766810049504
South,Chalky,Barley,499.92355501950294,30.42439624282969,TRUE,FALSE,Rainy,124,4.619685875880382
West,Peaty,Cotton,644.5042689,24.453184562788735,TRUE,TRUE,Sunny,89,6.238937980912057
East,Chalky,Rice,215.29670223367754,34.268537948838755,TRUE,TRUE,Cloudy,103,4.039487975334934
North,Chalky,Soybean,675.4369977342526,16.497537955299734,TRUE,TRUE,Sunny,83,6.5791667901329705
East,Sandy,Soybean,562.5262176942744,39.96114117096561,TRUE,FALSE,Sunny,144,5.502080801661517
North,Loam,Wheat,112.39829404586504,34.14978697,FALSE,TRUE,Cloudy,85,2.5490217502975794
East,Clay,Soybean,257.1829168435055,33.58929686298495,TRUE,FALSE,Cloudy,63,3.338275510803579
East,Silt,Wheat,590.0850675689089,19.381923700685398,TRUE,TRUE,Cloudy,102,6.165835380935673
North,Silt,Cotton,689.4876305,24.70440775694439,TRUE,FALSE,Sunny,105,5.744808529504787
North,Chalky,Soybean,664.7930092579492,29.148898042030318,TRUE,FALSE,Sunny,74,5.8546348388622995
East,Loam,Barley,279.4627725779905,36.10297946,FALSE,TRUE,Cloudy,142,2.4465316235012935
East,Clay,Maize,870.9336213690847,26.473575442627578,FALSE,FALSE,Rainy,143,4.432249578010879
East,Clay,Maize,801.9315771818332,24.733709418200693,FALSE,TRUE,Rainy,113,5.801225453052061
West,Sandy,Soybean,589.7302561429592,29.25587017962578,TRUE,FALSE,Rainy,107,4.806527224346104
West,Sandy,Cotton,555.0473488794563,36.07517877,FALSE,TRUE,Rainy,101,4.3091303239231165
South,Peaty,Cotton,742.6012698,38.45331335924661,FALSE,FALSE,Sunny,77,4.823239234283719
West,Sandy,Soybean,363.72827488849276,27.01496482508114,FALSE,TRUE,Sunny,73,3.195310024868787
West,Chalky,Soybean,471.04247414636876,18.217055173288966,TRUE,TRUE,Sunny,69,5.214310811145431
North,Clay,Cotton,612.4986870271804,33.661879521743145,FALSE,TRUE,Rainy,61,4.895020464237776
South,Peaty,Barley,947.4859521580406,35.26565409580022,FALSE,TRUE,Rainy,118,6.2979205289147515
South,Loam,Maize,185.93549060622826,35.270747221522974,FALSE,TRUE,Sunny,64,3.8423798330092276
West,Loam,Rice,505.93015535494726,18.927277526673674,FALSE,FALSE,Rainy,108,2.6889804876882804
North,Peaty,Barley,209.49057257266824,16.73252475544621,TRUE,FALSE,Rainy,143,3.644037367723846
North,Clay,Cotton,887.3144732039551,38.749577561569645,TRUE,FALSE,Sunny,147,5.472566919566046
South,Clay,Wheat,447.05441334949614,26.211163880066273,FALSE,FALSE,Rainy,109,3.206013114518695
North,Sandy,Rice,895.5014232690552,38.68707347706958,FALSE,TRUE,Rainy,144,6.513161633058412
East,Chalky,Cotton,623.5244820393161,21.901691504735936,FALSE,FALSE,Sunny,66,2.907269792071983
West,Silt,Soybean,796.6450618200108,15.49823813357523,TRUE,FALSE,Rainy,131,5.871827845780504
East,Clay,Wheat,619.4479510714156,36.32041764273663,TRUE,TRUE,Rainy,128,5.867237632152227
South,Sandy,Maize,831.3529278944685,16.13923797987232,TRUE,TRUE,Rainy,107,6.860501189
South,Clay,Wheat,929.6652681794798,28.86830870111954,TRUE,TRUE,Sunny,115,7.5269298172847545
North,Sandy,Wheat,608.8387329186437,25.75337467581949,FALSE,FALSE,Cloudy,95,4.135745364654726
North,Clay,Wheat,298.1549358888442,35.23800196744905,FALSE,FALSE,Cloudy,105,2.201607757817318
South,Silt,Rice,778.4475138197078,19.45295302213615,TRUE,FALSE,Rainy,126,5.705107226797376
South,Silt,Wheat,821.5785231577761,24.94138447,FALSE,FALSE,Sunny,61,5.012063249072294
East,Chalky,Soybean,440.0835226141183,22.690766447845427,FALSE,TRUE,Sunny,124,4.097145414059991
East,Clay,Cotton,106.68221247682065,18.680597552762837,FALSE,FALSE,Sunny,64,0.4095584009907406
North,Clay,Cotton,110.33079008176334,36.69542498809069,FALSE,FALSE,Sunny,120,1.1541202179169485
East,Loam,Rice,419.99596999878344,27.394026312946185,TRUE,FALSE,Cloudy,105,3.822038144804731
North,Clay,Maize,593.3755537721266,19.717301615653636,FALSE,FALSE,Cloudy,88,2.3407757421651647
North,Sandy,Cotton,290.6897597690628,23.860603732502472,TRUE,TRUE,Cloudy,101,4.912017031197591
West,Peaty,Cotton,375.86329184241754,15.826446614309878,FALSE,TRUE,Cloudy,107,3.3977565123738493
North,Silt,Rice,843.3446470142081,29.445656838957568,TRUE,FALSE,Sunny,83,5.9367669871876645
East,Chalky,Cotton,274.173226,20.053452615608293,FALSE,FALSE,Rainy,148,1.0975981260886192
South,Chalky,Wheat,496.7199804821791,25.914218549077056,FALSE,TRUE,Sunny,123,4.383037141424309
South,Loam,Cotton,917.6595721,15.516519402652035,TRUE,FALSE,Rainy,114,6.848008016847432
East,Sandy,Wheat,983.4760320947299,28.71469155885488,FALSE,FALSE,Cloudy,104,5.076176030917903
South,Silt,Rice,732.4539374075958,19.212040423543513,FALSE,FALSE,Cloudy,129,3.707521941500092
North,Peaty,Wheat,680.3173578,20.022627481394586,FALSE,FALSE,Sunny,77,3.3983789667010638
South,Loam,Barley,840.3077578184568,24.090864486731068,TRUE,FALSE,Rainy,65,5.947540176505013
East,Chalky,Cotton,585.5527663570817,22.72392476590033,TRUE,TRUE,Sunny,82,5.558257934057463
South,Peaty,Barley,792.5439879017348,38.720971826555825,FALSE,FALSE,Rainy,111,5.546768467486474
North,Peaty,Cotton,222.08197326920805,15.50685032981013,FALSE,FALSE,Rainy,114,1.416618397762247
North,Loam,Soybean,995.8247598192532,15.536923777912534,TRUE,FALSE,Cloudy,145,6.823043912959996
East,Sandy,Maize,317.6795799933194,23.84077794841582,TRUE,TRUE,Rainy,85,4.3682588073732225
East,Clay,Maize,782.9057165033225,34.96551114151151,TRUE,TRUE,Cloudy,123,7.825786734
East,Peaty,Barley,559.8886816126274,36.917827722159984,FALSE,TRUE,Cloudy,78,5.268760622941684
West,Sandy,Rice,299.1061796258763,15.508196390640983,FALSE,FALSE,Rainy,121,1.8395541152208983
West,Chalky,Cotton,623.0582980666553,24.020230673729344,FALSE,FALSE,Sunny,132,3.318710820309842
North,Loam,Rice,777.1831960598316,29.20758042525242,TRUE,FALSE,Cloudy,129,6.487988987295555
West,Chalky,Cotton,108.07935718239723,23.19531614430293,TRUE,FALSE,Rainy,76,2.9374805091510776
West,Loam,Wheat,634.5435346006425,15.844460383784366,TRUE,FALSE,Rainy,139,4.582034018881843
South,Clay,Wheat,587.8505003096926,38.94552665306895,TRUE,TRUE,Cloudy,99,5.673339276
West,Chalky,Barley,532.3391394307919,31.401922983147934,TRUE,FALSE,Rainy,98,4.03062358
South,Silt,Cotton,667.3514709703253,35.652819297364545,TRUE,FALSE,Cloudy,91,5.436853062324652
East,Silt,Barley,535.5243701544246,39.79648877522712,FALSE,TRUE,Sunny,144,5.6721923401034005
South,Loam,Cotton,496.97689366367723,39.06734038,TRUE,FALSE,Rainy,140,5.357021434389324
South,Silt,Maize,219.0784564676496,21.950402124371212,TRUE,TRUE,Cloudy,87,4.254106600389989
East,Chalky,Rice,559.3337639101585,34.778395727667494,TRUE,TRUE,Rainy,132,6.306225938608241
East,Silt,Cotton,192.46904548011673,17.173205877990153,TRUE,TRUE,Cloudy,129,4.726644583651278
North,Peaty,Soybean,268.28853417262144,31.845867917790937,TRUE,TRUE,Rainy,60,4.3270502329388645
North,Clay,Cotton,701.5759306952599,30.614625939224258,TRUE,FALSE,Cloudy,90,6.024070934902122
North,Chalky,Wheat,839.2181158261333,17.32108731971923,FALSE,FALSE,Cloudy,149,4.469993065788181
North,Sandy,Soybean,278.69624079085696,21.922001311621905,FALSE,FALSE,Rainy,113,2.2562236893336802
South,Peaty,Cotton,386.1059042,23.21157131,FALSE,FALSE,Rainy,61,2.4058533534761004
South,Sandy,Soybean,993.8401277297237,23.753063353135335,FALSE,FALSE,Rainy,112,5.4022107381249835
North,Clay,Cotton,720.2917791674654,20.417600182387137,TRUE,TRUE,Sunny,92,6.646451756390488
West,Chalky,Wheat,351.73864307854103,29.821585898767907,FALSE,FALSE,Rainy,80,3.4213273542135596
North,Silt,Soybean,826.3688147035753,39.38989395646624,TRUE,TRUE,Sunny,149,7.720565563747541
West,Loam,Rice,893.0129299027424,16.947095012011392,FALSE,TRUE,Sunny,87,6.300866242
East,Peaty,Maize,870.1972673,33.06848445268308,TRUE,FALSE,Cloudy,75,5.93991886
South,Chalky,Soybean,990.6111260055591,38.94584052,FALSE,TRUE,Sunny,71,7.076575863376328
South,Peaty,Rice,861.3751033,34.092006800945754,FALSE,TRUE,Sunny,138,5.722549963917308
West,Sandy,Soybean,368.0436595409027,31.69055734196666,FALSE,FALSE,Rainy,84,2.6240119489078597
North,Chalky,Maize,212.53549783054152,35.29003678831654,FALSE,TRUE,Sunny,114,3.1500201249852604
South,Sandy,Maize,352.2092850364584,22.42369900615598,FALSE,FALSE,Cloudy,86,2.2503411916356453
West,Chalky,Cotton,417.7959712866493,38.50516137091753,TRUE,TRUE,Sunny,86,5.278273873
East,Peaty,Barley,522.7986261399188,37.360420977308266,FALSE,FALSE,Rainy,65,4.549538530526032
East,Silt,Barley,446.0063393562932,33.299497852110534,TRUE,FALSE,Cloudy,76,4.1043602209853685
South,Clay,Cotton,833.0023204514655,15.272982722949713,FALSE,FALSE,Rainy,149,5.303813426363403
North,Clay,Maize,401.2638566683007,33.28596715478696,FALSE,FALSE,Rainy,67,2.2533318522469865
West,Chalky,Wheat,384.6428630183431,17.518434515827597,TRUE,FALSE,Cloudy,90,4.017556715068788
South,Silt,Rice,549.7832645246385,30.397961789333323,FALSE,TRUE,Cloudy,133,4.296176823011547
East,Chalky,Wheat,884.5061137932432,16.106233934869856,FALSE,FALSE,Cloudy,76,5.034660329674895
North,Silt,Barley,656.6738187344436,29.722301937336848,FALSE,FALSE,Rainy,133,3.7567382702849943
West,Sandy,Maize,752.1433350433824,30.183210958050427,TRUE,FALSE,Sunny,81,6.141996631723499
South,Chalky,Rice,567.4475475892247,35.32637394999227,TRUE,FALSE,Sunny,66,5.313781608
West,Peaty,Maize,610.3930604,33.91134671020117,FALSE,TRUE,Rainy,141,5.147177194649621
North,Chalky,Soybean,267.11391007064867,23.439069665745713,TRUE,TRUE,Sunny,80,5.32726686
North,Chalky,Barley,928.4532924379251,32.115856990934645,FALSE,TRUE,Sunny,145,6.807740723927467
East,Chalky,Soybean,646.9831623165388,33.061654782244155,TRUE,TRUE,Cloudy,116,6.040087868114071
North,Clay,Rice,823.1399235189973,24.644190441441705,FALSE,TRUE,Rainy,131,5.426749958714661
South,Peaty,Barley,855.6629596750626,36.32528887866691,TRUE,FALSE,Sunny,118,6.980929035832919
West,Clay,Barley,167.17908952923926,26.644649685397454,TRUE,TRUE,Cloudy,137,3.975831764224609
North,Peaty,Rice,552.0523385711833,18.057990460315175,TRUE,TRUE,Cloudy,95,5.684401111
North,Clay,Barley,703.9697137386562,15.508770789265897,FALSE,TRUE,Cloudy,136,4.770893212664831
South,Loam,Soybean,730.7643523726368,33.561285770699016,TRUE,TRUE,Rainy,146,7.637448195794503
West,Loam,Barley,396.3061615833663,22.371380947972455,FALSE,FALSE,Sunny,145,3.2423546284237323
West,Clay,Barley,204.63866144804638,15.349185123474962,TRUE,FALSE,Rainy,130,2.9867880188529776
East,Loam,Soybean,352.9674092716716,32.58733522913434,FALSE,FALSE,Sunny,109,2.6434119300635013
East,Peaty,Maize,916.6850119783437,34.28733088438051,FALSE,TRUE,Cloudy,75,6.303137835315253
West,Peaty,Maize,189.54997893043725,15.84403325486361,FALSE,FALSE,Sunny,147,1.6165474436777545
South,Peaty,Maize,463.4167267771726,18.07517152,FALSE,FALSE,Sunny,107,3.0311156404465547
South,Loam,Wheat,264.5267909343464,32.5691373,FALSE,TRUE,Cloudy,124,2.735237413358433
East,Clay,Rice,828.1706409048746,22.51340257123552,TRUE,FALSE,Sunny,108,6.567696770692604
North,Peaty,Rice,994.1530195060838,24.487225107106365,TRUE,FALSE,Sunny,79,7.796867379398779
South,Loam,Maize,387.59395693421027,36.80388439317825,TRUE,TRUE,Sunny,84,5.201757648145058
North,Loam,Rice,472.64292855354404,19.033955573655774,FALSE,FALSE,Cloudy,69,3.133328254638367
South,Chalky,Soybean,670.7169459839645,15.139071299542017,FALSE,FALSE,Cloudy,148,3.9943653715950345
West,Chalky,Wheat,618.3917038193977,28.088495414336574,FALSE,TRUE,Rainy,98,4.882159052245174
East,Silt,Soybean,196.89308125667378,38.152632137859904,TRUE,TRUE,Cloudy,128,5.295315065299434
North,Sandy,Maize,920.6335213977845,35.23138250764947,TRUE,TRUE,Sunny,109,7.276132709126218
North,Peaty,Cotton,968.6546180480026,27.15372439,TRUE,TRUE,Rainy,67,7.932415738641955
West,Clay,Maize,643.3594300471387,17.758973169249973,TRUE,FALSE,Cloudy,60,4.642329409
South,Peaty,Wheat,725.9074073612966,27.106334942162647,FALSE,TRUE,Rainy,75,5.038168161006127
North,Silt,Maize,538.4714849128532,20.23515561137663,TRUE,FALSE,Sunny,122,3.966865745431667
South,Peaty,Soybean,163.70294754384665,21.398840858460115,TRUE,FALSE,Rainy,126,2.858626940095434
West,Peaty,Barley,312.60181753696577,35.71470866480742,TRUE,TRUE,Cloudy,81,4.245274121789696
East,Peaty,Barley,414.42591379727133,18.45304767306384,TRUE,FALSE,Rainy,127,3.5383189270801196
North,Peaty,Wheat,927.7643943194578,35.82595294077539,FALSE,FALSE,Cloudy,139,5.478717374661966
South,Silt,Soybean,143.33057344775708,18.149118740120418,TRUE,TRUE,Rainy,78,4.818024274066598
North,Clay,Barley,445.8077717188109,24.29793833199905,FALSE,FALSE,Rainy,61,3.516815306
South,Clay,Rice,817.0853665,28.299886077307807,TRUE,FALSE,Sunny,124,7.0579491523897255
South,Clay,Rice,425.50887865017137,34.42295453421907,TRUE,FALSE,Sunny,121,4.7910567725298066
South,Loam,Barley,788.1588112294638,32.415341273762465,TRUE,FALSE,Cloudy,96,6.743169081
West,Clay,Wheat,722.2636030471344,19.272906714493995,FALSE,FALSE,Rainy,90,3.9315240671344283
East,Chalky,Maize,901.2266359258829,15.423533467533844,TRUE,TRUE,Cloudy,138,7.533664559234186
North,Silt,Rice,498.0127922,37.11940745064784,FALSE,TRUE,Sunny,63,4.658590453521536
East,Loam,Soybean,812.3648636357675,38.91717349145445,FALSE,TRUE,Cloudy,129,6.328249784521107
South,Silt,Wheat,942.6360156312371,36.226432499743275,FALSE,TRUE,Sunny,120,6.541645377
South,Clay,Maize,724.0546737666774,18.999830115976618,FALSE,TRUE,Rainy,84,5.223338609691288
East,Sandy,Cotton,227.32095820041627,33.705720655397364,FALSE,FALSE,Sunny,89,0.3981974724530639
East,Silt,Maize,100.10532502053817,39.344633667088814,TRUE,FALSE,Cloudy,81,1.746274079074711
North,Chalky,Maize,693.6864593943113,33.238593153451205,FALSE,TRUE,Sunny,102,4.717760013934167
South,Peaty,Soybean,847.9196603983772,39.886096690370636,TRUE,TRUE,Rainy,134,8.386296212556129
East,Loam,Wheat,503.3376661373156,16.18608217868809,TRUE,TRUE,Rainy,86,6.524127477895133
West,Peaty,Soybean,846.0654881757448,15.773655625880565,FALSE,TRUE,Rainy,87,6.245726479789878
South,Sandy,Barley,607.7248241570733,34.21532863565565,TRUE,FALSE,Cloudy,132,5.333449275367191
South,Clay,Rice,651.6644636931633,30.883497216506253,TRUE,FALSE,Sunny,96,5.528972725212562
North,Sandy,Cotton,781.4334251497804,25.53513415407769,TRUE,FALSE,Rainy,66,5.877820114594072
West,Loam,Rice,325.86995576084496,23.426362438493573,TRUE,TRUE,Sunny,79,5.001376199438355
North,Peaty,Maize,850.9263401949186,31.693921882266693,TRUE,TRUE,Rainy,107,7.660623221427566
West,Loam,Maize,964.7073421950473,26.839985953089382,FALSE,TRUE,Cloudy,61,5.8025684070243955
North,Peaty,Wheat,227.39666223593224,32.909819177523616,FALSE,TRUE,Sunny,81,3.252694759811454
West,Peaty,Maize,133.2514888931105,36.43258808937729,FALSE,TRUE,Cloudy,120,2.367384986602889
West,Silt,Maize,488.2092873520984,28.752069519877082,TRUE,TRUE,Cloudy,66,5.756476648983885
West,Peaty,Wheat,356.2808719990117,25.494530406672375,TRUE,TRUE,Rainy,125,4.771794046098938
East,Peaty,Cotton,101.01942058011072,33.804131114813245,FALSE,FALSE,Rainy,117,-0.007103269
South,Loam,Rice,757.1739294946278,35.776645997068044,TRUE,TRUE,Sunny,107,6.964758920592634
West,Sandy,Cotton,696.5353349611818,32.82852387186938,TRUE,FALSE,Sunny,88,5.470746956697236
East,Clay,Barley,199.7848962359184,23.657756549342285,FALSE,FALSE,Sunny,141,1.8115695907049219
East,Silt,Rice,471.9912635152196,15.633880382253718,FALSE,TRUE,Sunny,93,4.583574804398471
North,Sandy,Barley,120.0676990195505,35.14565762322205,TRUE,FALSE,Sunny,97,2.395456127489161
South,Loam,Soybean,283.22239614627244,35.56953662,TRUE,TRUE,Rainy,123,3.9463857662011925
South,Chalky,Soybean,202.15944987662525,17.99240792020639,FALSE,FALSE,Rainy,143,1.4042555880485381
North,Chalky,Wheat,606.3232294123021,21.53300067956923,FALSE,FALSE,Cloudy,77,3.294209452265002
South,Loam,Maize,307.70677272214266,34.31677393110064,TRUE,FALSE,Sunny,130,3.546996097081628
North,Peaty,Rice,938.8639975256671,21.410420820147152,TRUE,FALSE,Cloudy,79,6.137758707285411
East,Silt,Maize,701.6374755812499,22.91265508505014,FALSE,FALSE,Cloudy,104,3.5958420687732846
East,Peaty,Rice,745.3944476427167,32.87995604518787,TRUE,TRUE,Sunny,111,7.229097927675973
West,Peaty,Wheat,135.7628780186071,21.54430510583754,FALSE,TRUE,Rainy,87,1.6465620912844123
North,Chalky,Barley,322.1906568145199,28.993212774801652,FALSE,FALSE,Cloudy,95,1.8484517317802562
East,Clay,Cotton,569.2961349,34.97324736,TRUE,TRUE,Sunny,73,6.695671683392172
East,Loam,Wheat,541.1505217206258,39.92691312,TRUE,FALSE,Cloudy,68,4.509037684117379
North,Sandy,Wheat,514.7855407445602,35.62100342353601,TRUE,FALSE,Rainy,71,5.259987843435925
East,Sandy,Cotton,809.9944224302735,22.369809463188087,TRUE,TRUE,Cloudy,99,6.9359000820312104
South,Sandy,Barley,365.5517483029339,26.382181295315355,FALSE,FALSE,Cloudy,111,2.1062577241456673
East,Chalky,Cotton,157.0901554305806,32.81176019920149,TRUE,TRUE,Sunny,78,3.8120994250196754
North,Chalky,Rice,760.2426017456637,35.26162633971169,TRUE,FALSE,Rainy,68,5.767918096300583
South,Silt,Wheat,705.8152311319924,24.151894653094573,TRUE,FALSE,Cloudy,62,5.464426776
South,Clay,Rice,632.0865101288679,29.135728732535625,TRUE,FALSE,Sunny,134,5.099990450055672
East,Silt,Barley,644.2868694029681,23.687560770795194,TRUE,TRUE,Sunny,80,5.8187587617211385
West,Clay,Rice,861.0177848,16.18748151773684,FALSE,FALSE,Sunny,113,4.912212142395529
South,Silt,Wheat,740.9936187044461,38.55072604,TRUE,TRUE,Sunny,110,7.244128354870221
North,Loam,Barley,468.4267040661261,17.019775488358153,FALSE,TRUE,Rainy,89,4.4909831544150105
West,Silt,Wheat,464.5982783927846,37.647404092184644,FALSE,FALSE,Cloudy,92,3.776438215708305
West,Sandy,Cotton,690.5943252948974,23.745718054543136,FALSE,TRUE,Cloudy,86,4.8355376466631315
South,Silt,Wheat,572.3531296435319,22.836484534502183,FALSE,TRUE,Sunny,140,4.592402075779631
East,Clay,Wheat,220.48100921530255,39.427825988341716,FALSE,TRUE,Sunny,98,3.1356607460490404
West,Peaty,Wheat,822.2162135895868,27.89324846028898,FALSE,FALSE,Sunny,99,4.007899142377545
East,Chalky,Rice,450.3948105,23.873364808014298,TRUE,FALSE,Cloudy,83,3.923571369315687
South,Chalky,Barley,329.2906265367933,28.09830843755509,FALSE,FALSE,Rainy,99,1.871937990501269
North,Clay,Rice,348.65773481137956,15.47502623282025,TRUE,TRUE,Cloudy,149,5.0046712985814406
West,Clay,Wheat,622.9178355260176,20.93042072201225,TRUE,TRUE,Rainy,98,6.799004713751401
North,Chalky,Wheat,604.9318061,17.477996441104107,TRUE,TRUE,Sunny,112,6.617191829
East,Silt,Barley,360.9638123713235,24.8416715,TRUE,FALSE,Sunny,99,4.681977544648954
East,Peaty,Barley,455.45138001214093,32.00634451539338,TRUE,FALSE,Sunny,121,4.883516396804998
North,Chalky,Rice,248.2225877231054,26.359232182563407,FALSE,FALSE,Rainy,72,1.6540254109020183
